identifier,title
SP.POP.0712.FE.UN,"Population, aged 7-12, female"
SP.POP.0712.MA.UN,"Population, aged 7-12, male"
SP.POP.0712.TO.UN,"Population, aged 7-12, total"
SP.POP.0713.FE.UN,"Population, aged 7-13, female"
SP.POP.0713.MA.UN,"Population, aged 7-13, male"
SP.POP.0713.TO.UN,"Population, aged 7-13, total"
SP.POP.AG08.FE.UN,"Population, aged 8, female"
SP.POP.AG08.MA.UN,"Population, aged 8, male"
SP.POP.AG08.TO.UN,"Population, aged 8, total"
SP.POP.AG09.FE.UN,"Population, aged 9, female"
SP.POP.AG09.MA.UN,"Population, aged 9, male"
SP.POP.AG09.TO.UN,"Population, aged 9, total"
SP.SEC.LTOT.FE.IN,"Population, low secondary, female"
SP.SEC.LTOT.MA.IN,"Population, low secondary, male"
SP.SEC.LTOT.IN,"Population, low secondary, total"
SP.PRE.TOTL.FE.IN,"Population, pre-primary, female"
SP.PRE.TOTL.MA.IN,"Population, pre-primary, male"
SP.PRE.TOTL.IN,"Population, pre-primary, total"
SP.PRM.TOTL.FE.IN,"Population, primary, female"
SP.PRM.TOTL.MA.IN,"Population, primary, male"
SP.PRM.TOTL.IN,"Population, primary, total"
SP.SEC.TOTL.FE.IN,"Population, secondary, female"
SP.SEC.TOTL.MA.IN,"Population, secondary, male"
SP.SEC.TOTL.IN,"Population, secondary, total"
SP.TER.TOTL.FE.IN,"Population, tertiary, female"
SP.TER.TOTL.MA.IN,"Population, tertiary, male"
SP.TER.TOTL.IN,"Population, tertiary, total"
SP.SEC.UTOT.FE.IN,"Population, upper secondary, female"
SP.SEC.UTOT.MA.IN,"Population, upper secondary, male"
SP.SEC.UTOT.IN,"Population, upper secondary, total"
KPOTASH,"Potassium Chloride, $/mt, constant 2000$"
POTASH,"Potassium Chloride, $/mt, current$"
SI.POV.NAGP,Poverty gap at national poverty line (%)
SI.POV.RUGP,Poverty gap at rural poverty line (%)
SI.POV.URGP,Poverty gap at urban poverty line (%)
SI.POV.NAHC,Poverty headcount ratio at national poverty line (% of population)
SI.POV.RUHC,Poverty headcount ratio at rural poverty line (% of rural population)
SI.POV.URHC,Poverty headcount ratio at urban poverty line (% of urban population)
5.14.01.01.povsurv,Poverty survey
IC.ELC.OUTG,Power outages in firms in a typical month (number)
VC.PKP.TOTL.UN,"Presence of peace keepers (number of troops, police, and military observers in mandate)"
5.51.01.08.primcomp,Primary completion
SE.PRM.CMPT.FE.ZS,"Primary completion rate, female (% of relevant age group)"
SE.PRM.CMPT.MA.ZS,"Primary completion rate, male (% of relevant age group)"
SE.PRM.CMPT.ZS,"Primary completion rate, total (% of relevant age group)"
2.5_PCR,"Primary completion rate, total, national source (% of relevant age group)"
3.5_PRI.CLASSROOMS,"Primary education, classrooms, national source"
SE.PRM.DURS,"Primary education, duration (years)"
3.6_PRI.NEW.CLASSROOMS,"Primary education, new classrooms, national source"
3.1_PRI.NEW.ENTRANTS,"Primary education, new entrants, national source"
3.4_PRI.NEW.TEACHERS,"Primary education, new teachers, national source"
SE.PRM.ENRL,"Primary education, pupils"
SE.PRM.ENRL.FE.ZS,"Primary education, pupils (% female)"
3.2_PRI.STUDENTS,"Primary education, pupils, national source"
SE.PRM.TCHR,"Primary education, teachers"
SE.PRM.TCHR.FE.ZS,"Primary education, teachers (% female)"
3.3_PRI.TEACHERS,"Primary education, teachers, national source"
SE.PRM.AGES,Primary school starting age (years)
DT.AMT.DLXF.CD,"Principal repayments on external debt, long-term (AMT, current US$)"
DT.AMT.DPNG.CD,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)"
IC.CRD.PRVT.ZS,Private credit bureau coverage (% of adults)
SE.TER.PRIV.ZS,"Private enrollment share (%), tertiary"
IC.WRH.PROC,Procedures to build a warehouse (number)
IC.LGL.PROC,Procedures to enforce a contract (number)
IC.PRP.PROC,Procedures to register property (number)
IC.TAX.PRFT.CP.ZS,Profit tax (% of commercial profits)
2.7_PRI.SEC.TRANSITION.RATE,"Progression to secondary school, national source (%)"
SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%)
IC.CRD.PUBL.ZS,Public credit registry coverage (% of adults)
SE.XPD.CUR.TOTL.ZS,Public current education expenditure (% of total education expenditure)
SE.XPD.CUR.PRIM.ZS,"Public current education expenditure, primary (% of current education expenditure)"
SE.XPD.CUR.SECO.ZS,"Public current education expenditure, secondary (% of current education expenditure)"
SE.XPD.CUR.TERT.ZS,"Public current education expenditure, tertiary (% of current education expenditure)"
SE.XPD.TOTL.PC.ZS,"Public education expenditure per student (% of p.c. GDP), all levels"
SE.XPD.TOTL.GN.ZS,"Public education expenditure, % of GNI"
4.4_BASIC.EDU.RECURRENT,Public recurrent spending on basic education (% of public recurrent spending on total education)
4.3_TOTAL.EDU.RECURRENT,Public recurrent spending on total education (% of total public recurrent spending)
4.2_BASIC.EDU.SPENDING,Public spending on basic education (% of public spending on total education)
SE.XPD.TOTL.GD.ZS,"Public spending on education, total (% of GDP)"
SE.XPD.TOTL.GB.ZS,"Public spending on education, total (% of government expenditure)"
4.1_TOTAL.EDU.SPENDING,Public spending on total education (% of total public spending)
SE.PRM.ENRL.TC.ZS,"Pupil-teacher ratio, primary"
SE.SEC.ENRL.TC.ZS,"Pupil-teacher ratio, secondary"
UIS.PTRHC.2,Pupil-teacher ratio. Lower secondary
SE.PRE.ENRL.TC.ZS,Pupil-teacher ratio. Pre-primary
UIS.PTRHC.3,Pupil-teacher ratio. Upper secondary
IQ.WEF.PORT.XQ,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)"
2.4_OOSC.RATE,"Rate of out of school children, national source (% of relevant age group)"
SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate)
SE.ENR.PRIM.FM.ZS,Ratio of female to male primary enrollment (%)
SE.ENR.SECO.FM.ZS,Ratio of female to male secondary enrollment (%)
SE.ENR.PRSC.FM.ZS,Ratio of girls to boys in primary and secondary education (%)
3.14_PRI.LANGU.BOOK.PER.PUPIL,"Ratio of textbooks per pupil, primary education, language"
3.13_PRI.MATH.BOOK.PER.PUPIL,"Ratio of textbooks per pupil, primary education, mathematics"
REER,Real Effective Exchange Rate
UIS.R.1.F,Repeaters in primary. All grades. Female
UIS.R.1,Repeaters in primary. All grades. Total
UIS.R.1.G1.F,Repeaters in primary. Grade 1. Female
UIS.R.1.G1,Repeaters in primary. Grade 1. Total
UIS.R.1.G2.F,Repeaters in primary. Grade 2. Female
UIS.R.1.G2,Repeaters in primary. Grade 2. Total
UIS.R.1.G3.F,Repeaters in primary. Grade 3. Female
UIS.R.1.G3,Repeaters in primary. Grade 3. Total
UIS.R.1.G4.F,Repeaters in primary. Grade 4. Female
UIS.R.1.G4,Repeaters in primary. Grade 4. Total
UIS.R.1.G5.F,Repeaters in primary. Grade 5. Female
UIS.R.1.G5,Repeaters in primary. Grade 5. Total
UIS.R.1.G6.F,Repeaters in primary. Grade 6. Female
UIS.R.1.G6,Repeaters in primary. Grade 6. Total
UIS.R.23.GPV.F,Repeaters in secondary. All grades. Female
UIS.R.23.GPV,Repeaters in secondary. All grades. Total
UIS.R.23.GPV.G1.F,Repeaters in secondary. Grade 1. Female
UIS.R.23.GPV.G1,Repeaters in secondary. Grade 1. Total
UIS.R.23.GPV.G2.F,Repeaters in secondary. Grade 2. Female
UIS.R.23.GPV.G2,Repeaters in secondary. Grade 2. Total
UIS.R.23.GPV.G3.F,Repeaters in secondary. Grade 3. Female
UIS.R.23.GPV.G3,Repeaters in secondary. Grade 3. Total
UIS.R.23.GPV.G4.F,Repeaters in secondary. Grade 4. Female
UIS.R.23.GPV.G4,Repeaters in secondary. Grade 4. Total
UIS.R.23.GPV.G5.F,Repeaters in secondary. Grade 5. Female
UIS.R.23.GPV.G5,Repeaters in secondary. Grade 5. Total
UIS.R.23.GPV.G6.F,Repeaters in secondary. Grade 6. Female
UIS.R.23.GPV.G6,Repeaters in secondary. Grade 6. Total
UIS.R.23.GPV.G7.F,Repeaters in secondary. Grade 7. Female
UIS.R.23.GPV.G7,Repeaters in secondary. Grade 7. Total
SE.PRM.REPT.FE.ZS,"Repeaters, primary, female (% of female enrollment)"
SE.PRM.REPT.MA.ZS,"Repeaters, primary, male (% of male enrollment)"
SE.PRM.REPT.ZS,"Repeaters, primary, total (% of total enrollment)"
SE.SEC.REPT.FE.ZS,"Repeaters, secondary, female (% of female enrollment)"
SE.SEC.REPT.MA.ZS,"Repeaters, secondary, male (% of male enrollment)"
SE.SEC.REPT.ZS,"Repeaters, secondary, total (% of total enrollment)"
KRICE_A1,"Rice, Thai, A1.Special, $/mt, constant 2000$"
RICE_A1,"Rice, Thai, A1.Special, $/mt, current$"
KRICE_25,"Rice, Thailand, 25%, $/mt, constant 2000$"
RICE_25,"Rice, Thailand, 25%, $/mt, current$"
KRICE_05,"Rice, Thailand, 5%, $/mt, constant 2000$"
RICE_05,"Rice, Thailand, 5%, $/mt, current$"
KRICE_05_VNM,"Rice, Vietnamese, 5%, $/mt, constant 2000$"
RICE_05_VNM,"Rice, Vietnamese, 5%, $/mt, current$"
KRUBBER1_MYSG,"Rubber, Singapore, cents/kg, constant 2000$"
RUBBER1_MYSG,"Rubber, Singapore, cents/kg, current$"
CM.MKT.INDX.ZG,S&P Global Equity Indices (annual % change)
KSAWNWD_CMR,"Sawnwood, Cameroon, $/cum, constant 2000$"
SAWNWD_CMR,"Sawnwood, Cameroon, $/cum, current$"
KSAWNWD_MYS,"Sawnwood, Malaysia, $/cum, constant 2000$"
SAWNWD_MYS,"Sawnwood, Malaysia, $/cum, current$"
UIS.SAP.1.G1.F,School age population. Official entrance age. Female
UIS.SAP.1.G1.M,School age population. Official entrance age. Male
UIS.SAP.1.G1,School age population. Official entrance age. Total
UIS.SAP.4.F,School age population. Post-secondary. Female
UIS.SAP.4.M,School age population. Post-secondary. Male
UIS.SAP.4,School age population. Post-secondary. Total
SP.PRM.GRAD.FE,School age population. Primary. Last Grade. Female
SP.PRM.GRAD.MA,School age population. Primary. Last Grade. Male
SP.PRM.GRAD.TO,School age population. Primary. Last Grade. Total
SE.PRE.ENRR,"School enrollment, preprimary (% gross)"
SE.PRE.ENRR.FE,"School enrollment, preprimary, female (% gross)"
SE.PRE.ENRR.MA,"School enrollment, preprimary, male (% gross)"
SE.PRM.ENRR,"School enrollment, primary (% gross)"
SE.PRM.NENR,"School enrollment, primary (% net)"
SE.PRM.ENRR.FE,"School enrollment, primary, female (% gross)"
SE.PRM.NENR.FE,"School enrollment, primary, female (% net)"
SE.PRM.ENRR.MA,"School enrollment, primary, male (% gross)"
SE.PRM.NENR.MA,"School enrollment, primary, male (% net)"
SE.PRM.PRIV.ZS,"School enrollment, primary, private (% of total primary)"
SE.SEC.ENRR,"School enrollment, secondary (% gross)"
SE.SEC.NENR,"School enrollment, secondary (% net)"
SE.SEC.ENRR.FE,"School enrollment, secondary, female (% gross)"
SE.SEC.NENR.FE,"School enrollment, secondary, female (% net)"
SE.SEC.ENRR.MA,"School enrollment, secondary, male (% gross)"
SE.SEC.NENR.MA,"School enrollment, secondary, male (% net)"
SE.SEC.PRIV.ZS,"School enrollment, secondary, private (% of total secondary)"
2.1_PRE.PRIMARY.GER,"School enrolment, preprimary, national source (% gross)"
UIS.SLE.0.F,School life expectancy (years). Pre-primary. Female
UIS.SLE.0.M,School life expectancy (years). Pre-primary. Male
UIS.SLE.0,School life expectancy (years). Pre-primary. Total
UIS.SLE.123.F,School life expectancy (years). Primary to secondary. Female
UIS.SLE.123.M,School life expectancy (years). Primary to secondary. Male
UIS.SLE.123,School life expectancy (years). Primary to secondary. Total
UIS.SLE.56.F,School life expectancy (years). Tertiary. Female
UIS.SLE.56.M,School life expectancy (years). Tertiary. Male
UIS.SLE.56,School life expectancy (years). Tertiary. Total
UIS.SLEN.12.F,School life expectancy net of repetition (years). Primary to lower secondary. Female
UIS.SLEN.12.M,School life expectancy net of repetition (years). Primary to lower secondary. Male
UIS.SLEN.12.T,School life expectancy net of repetition (years). Primary to lower secondary. Total
SE.SEC.DURS,"Secondary education, duration (years)"
SE.SEC.ENRL.GC,"Secondary education, general pupils"
SE.SEC.ENRL.GC.FE.ZS,"Secondary education, general pupils (% female)"
SE.SEC.ENRL.GC.FE,"Secondary education, general pupils, female"
SE.SEC.ENRL,"Secondary education, pupils"
SE.SEC.ENRL.FE.ZS,"Secondary education, pupils (% female)"
SE.SEC.TCHR,"Secondary education, teachers"
SE.SEC.TCHR.FE.ZS,"Secondary education, teachers (% female)"
SE.SEC.TCAQ.ZS,"Secondary education, teachers (% trained)"
SE.SEC.TCAQ.FE.ZS,"Secondary education, teachers (% trained), female"
SE.SEC.TCAQ.MA.ZS,"Secondary education, teachers (% trained), male"
SE.SEC.TCHR.FE,"Secondary education, teachers, female"
SE.SEC.ENRL.VO,"Secondary education, vocational pupils"
SE.SEC.ENRL.VO.FE.ZS,"Secondary education, vocational pupils (% female)"
SE.SEC.ENRL.VO.FE,"Secondary education, vocational pupils, female"
SE.SEC.AGES,Secondary school starting age (years)
IT.NET.SECR,Secure Internet servers
IT.NET.SECR.P6,Secure Internet servers (per 1 million people)
SE.XPD.TERT.ZS,Share of expenditure for tertiary education (% of total education expenditure)
UIS.ROFSPPT.1.F,Share of primary school-age children enrolled in pre-primary education (%). Female
UIS.ROFSPPT.1.M,Share of primary school-age children enrolled in pre-primary education (%). Male
UIS.ROFSPPT.1,Share of primary school-age children enrolled in pre-primary education (%). Total
KSHRIMP_MEX,"Shrimp, Mexico, cents/kg, constant 2000$"
SHRIMP_MEX,"Shrimp, Mexico, cents/kg, current$"
KSILVER,"Silver, cents/toz, constant 2000$"
SILVER,"Silver, cents/toz, current$"
KSORGHUM,"Sorghum, $/mt, constant 2000$"
SORGHUM,"Sorghum, $/mt, current$"
Collection,Source Data
IRSPREAD,"Sovereign Bond Interest Rate Spreads, basis points over US Treasuries"
KSOYBEAN_MEAL,"Soybean meal, $/mt, constant 2000$"
SOYBEAN_MEAL,"Soybean meal, $/mt, current$"
KSOYBEAN_OIL,"Soybean oil, $/mt, constant 2000$"
SOYBEAN_OIL,"Soybean oil, $/mt, current$"
KSOYBEANS,"Soybeans, $/mt, constant 2000$"
SOYBEANS,"Soybeans, $/mt, current$"
5.21.01.01.sdds,Special Data Dissemination Standard
IC.REG.PROC,Start-up procedures to register a business (number)
UIS.AY.SM,Starting month of the academic year (Questionnaire A)
UIS.AY.SY,Starting year of the academic year (Questionnaire A)
DSTKMKTXN,"Stock Markets, LCU"
DSTKMKTXD,"Stock Markets, US$"
IC.LGL.CRED.XQ,Strength of legal rights index (0=weak to 10=strong)
SE.PRM.ENRL.FE,"Student enrollment, primary, female"
SE.SEC.ENRL.FE,"Student enrollment, secondary, female"
SE.TER.ENRL.FE,"Student enrollment, tertiary, female"
SE.TER.ENRL,"Student enrollment, tertiary, total"
KSUGAR_EU,"Sugar, EU, cents/kg, constant 2000$"
SUGAR_EU,"Sugar, EU, cents/kg, current$"
KSUGAR_US,"Sugar, US, cents/kg, constant 2000$"
SUGAR_US,"Sugar, US, cents/kg, current$"
KSUGAR_WLD,"Sugar, world, cents/kg, constant 2000$"
SUGAR_WLD,"Sugar, world, cents/kg, current$"
KTSP,"TSP, $/mt, constant 2000$"
TSP,"TSP, $/mt, current$"
IC.TAX.PAYM,Tax payments (number)
KTEA_COLOMBO,"Tea, Colombo auctions, cents/kg, constant 2000$"
TEA_COLOMBO,"Tea, Colombo auctions, cents/kg, current$"
KTEA_KOLKATA,"Tea, Kokata auctions, cents/kg, constant 2000$"
TEA_KOLKATA,"Tea, Kokata auctions, cents/kg, current$"
KTEA_MOMBASA,"Tea, Mombasa auctions, cents/kg, constant 2000$"
TEA_MOMBASA,"Tea, Mombasa auctions, cents/kg, current$"
TEA_AVG,"Tea, acutions (3) average, cents/kg, current$"
KTEA_AVG,"Tea, auctions (3) average, cents/kg, constant 2000$"
UIS.T.5.A.F,Teaching staff in 5A tertiary. Public and private. Full and part-time. All programmes. Female
UIS.T.5.A,Teaching staff in 5A tertiary. Public and private. Full and part-time. All programmes. Total
UIS.T.5.B.F,Teaching staff in 5B tertiary. Public and private. Full and part-time. All programmes. Female
UIS.T.5.B,Teaching staff in 5B tertiary. Public and private. Full and part-time. All programmes. Total
UIS.T.2.F,Teaching staff in lower secondary. Public and private. Full and part-time. All programmes. Female
UIS.T.2,Teaching staff in lower secondary. Public and private. Full and part-time. All programmes. Total
UIS.T.2.GPV.F,Teaching staff in lower secondary. Public and private. Full and part-time. General programmes. Female
UIS.T.2.GPV,Teaching staff in lower secondary. Public and private. Full and part-time. General programmes. Total
SE.PRE.TCHR.FE,Teaching staff in pre-primary. Public and private. Full and part-time. All programmes. Female
SE.PRE.TCHR,Teaching staff in pre-primary. Public and private. Full and part-time. All programmes. Total
SE.PRM.TCHR.FE,Teaching staff in primary. Public and private. Full and part-time. All programmes. Female
SE.SEC.TCHR.MA,Teaching staff in total secondary. Public and private. Full and part-time. All programmes. Male
UIS.T.23.GPV.F,Teaching staff in total secondary. Public and private. Full and part-time. General programmes. Female
UIS.T.23.GPV,Teaching staff in total secondary. Public and private. Full and part-time. General programmes. Total
UIS.T.23.V.F,Teaching staff in total secondary. Public and private. Full and part-time. Technical/vocational programmes. Female
UIS.T.23.V,Teaching staff in total secondary. Public and private. Full and part-time. Technical/vocational programmes. Total
SE.TER.TCHR.FE,Teaching staff in total tertiary. Public and private. Full and part-time. All programmes. Female
UIS.T.3.F,Teaching staff in upper secondary. Public and private. Full and part-time. All programmes. Female
UIS.T.3,Teaching staff in upper secondary. Public and private. Full and part-time. All programmes. Total
UIS.T.3.GPV.F,Teaching staff in upper secondary. Public and private. Full and part-time. General programmes. Female
UIS.T.3.GPV,Teaching staff in upper secondary. Public and private. Full and part-time. General programmes. Total
UIS.T.3.V.F,Teaching staff in upper secondary. Public and private. Full and part-time. Technical/vocational programmes. Female
UIS.T.3.V,Teaching staff in upper secondary. Public and private. Full and part-time. Technical/vocational programmes. Total
UIS.GTVP.3.V,Technical/vocational enrolment in upper secondary (ISCED 3) as % of total enrolment in upper secondary (ISCED 3)
SE.TER.TCHR,"Tertiary education, teachers"
SE.TER.TCHR.FE.ZS,"Tertiary education, teachers (% female)"
IC.WRH.DURS,Time required to build a warehouse (days)
IC.LGL.DURS,Time required to enforce a contract (days)
IC.ELC.TIME,Time required to get electricity (days)
IC.FRM.DURS,Time required to obtain an operating license (days)
IC.PRP.DURS,Time required to register property (days)
IC.REG.DURS,Time required to start a business (days)
IC.GOV.DURS.ZS,Time spent dealing with the requirements of government regulations (% of senior management time)
IC.EXP.DURS,Time to export (days)
IC.IMP.DURS,Time to import (days)
IC.TAX.DURS,Time to prepare and pay taxes (hours)
IC.ISV.DURS,Time to resolve insolvency (years)
SL.EMP.UNDR.ZS,"Time-related underemployment, (% of employment)"
SL.EMP.UNDR.FE.ZS,"Time-related underemployment, female (% of employment)"
SL.EMP.UNDR.MA.ZS,"Time-related underemployment, male (% of employment)"
KTIN,"Tin, cents/kg, constant 2000$"
TIN,"Tin, cents/kg, current$"
KTOBAC_US,"Tobacco, $/mt, constant 2000$"
TOBAC_US,"Tobacco, $/mt, current$"
TOTRESV,Total Reserves
UIS.XGDP.FSGOV.FDINSTADM.FFD,Total expenditure on educational institutions and administration as a % of GDP. Public sources. All levels
UIS.XGDP.0.FSGOV.FDINSTADM.FFD,Total expenditure on educational institutions and administration as a % of GDP. Public sources. Pre-primary
UIS.XGDP.1.FSGOV.FDINSTADM.FFD,Total expenditure on educational institutions and administration as a % of GDP. Public sources. Primary
XGDP.234.FSGOV.FDINSTADM.FFD,Total expenditure on educational institutions and administration as a % of GDP. Public sources. Secondary and post-secondary non-tertiary
XGDP.56.FSGOV.FDINSTADM.FFD,Total expenditure on educational institutions and administration as a % of GDP. Public sources. Tertiary
IC.TAX.TOTL.CP.ZS,Total tax rate (% of commercial profits)
SE.PRM.TCAQ.ZS,Trained teachers in primary education (% of total teachers)
SE.PRM.TCAQ.FE.ZS,"Trained teachers in primary education, female (% of female teachers)"
SE.PRM.TCAQ.MA.ZS,"Trained teachers in primary education, male (% of male teachers)"
5.12.01.01.unesco,UNESCO reporting
UIS.UAPP.1.F,Under-age enrolment ratio. Primary. Female
UIS.UAPP.1.M,Under-age enrolment ratio. Primary. Male
UIS.UAPP.1,Under-age enrolment ratio. Primary. Total
SL.UEM.TOTL.FE.NE.ZS,"Unemployment, female (% of female labor force) (national estimate)"
SL.UEM.TOTL.MA.NE.ZS,"Unemployment, male (% of male labor force) (national estimate)"
KUREA_EE_BULK,"Urea, E. Europe, bulk, $/mt, constant 2000$"
UREA_EE_BULK,"Urea, E. Europe, bulk, $/mt, current$"
IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales)
3.11.01.03.popreg,Vital registration system coverage
SE.SEC.ENRL.FE.VO.ZS,"Vocational and Technical enrollment (% of total secondary enrollment), female"
SE.SEC.ENRL.MA.VO.ZS,"Vocational and Technical enrollment (% of total secondary enrollment), male"
SE.SEC.ENRL.VO.ZS,"Vocational and Technical enrollment (% of total secondary enrollment), total"
SL.EMP.WORK.FE.ZS,"Wage and salaried workers, female (% of females employed)"
SL.EMP.WORK.ZS,"Wage and salaried workers, total (% of total employed)"
SL.EMP.WORK.MA.ZS,"Wage and salary workers, male (% of males employed)"
KWHEAT_US_HRW,"Wheat, US, HRW, $/mt, constant 2000$"
WHEAT_US_HRW,"Wheat, US, HRW, $/mt, current$"
KWHEAT_US_SRW,"Wheat, US, SRW, $/mt, constant 2000$"
WHEAT_US_SRW,"Wheat, US, SRW, $/mt, current$"
KWOODPULP,"Woodpulp, $/mt, constant 2000$"
WOODPULP,"Woodpulp, $/mt, current$"
UIS.LPP.AG15T24,Youth illiterate population. % female
UIS.LP.AG15T24.F,Youth illiterate population. Female
UIS.LP.AG15T24.M,Youth illiterate population. Male
UIS.LP.AG15T24,Youth illiterate population. Total
KZINC,"Zinc, cents/kg, constant 2000$"
ZINC,"Zinc, cents/kg, current$"
